id_l,id_r
2362,14656
2310,56407
2310,27814
2349,19889
2349,42348
2349,37959
2302,59728
2302,59246
2302,64537
2370,29485
2347,47886
2347,49479
2366,64053
2366,48129
2366,23185
2282,25683
2520,17697
2520,28239
2520,64986
2424,24344
2424,29391
2424,62658
2539,36651
2457,18964
2442,23604
2442,48984
2442,65810
2440,58579
2521,65004
2521,27072
2469,60485
2469,37752
2511,39769
2470,66025
2417,60387
2519,54323
2519,27998
2443,53370
2376,4432
2483,60353
2527,55008
2527,33261
2527,57871
2527,62744
2527,17065
2295,36184
2399,8603
2390,25592
2533,8479
2533,60921
2533,24877
2533,56902
2533,56762
2533,6953
2533,4301
2533,44423
2533,63399
2533,20732
2563,31055
2563,19978
2563,48045
2563,23682
2563,47083
2543,43704
2512,43983
2512,48743
2525,29654
2413,65736
2398,50471
2398,41191
2398,41105
2280,30704
2476,16861
2564,14289
2564,10127
2415,42862
2415,50751
2415,35638
2415,47266
2377,9070
2497,13047
2395,29068
2475,10121
2394,37128
2540,35190
2526,45470
2396,13632
2396,30927
2500,37341
2421,28921
2421,3362
2426,54703
2426,58164
2495,31350
2495,63970
2495,58174
2495,53089
2283,11688
2456,30059
2464,60923
2464,39711
2464,63568
2494,37389
2281,31434
2281,42796
2419,55015
2392,5019
2463,35300
2471,49303
2287,16928
2541,24997
2482,4305
2536,59689
2410,17531
2479,32931
2537,52457
2462,28693
2551,51413
2503,48334
2503,4504
2552,39070
2552,11611
2439,33006
2530,16462
2517,21779
2432,22466
2293,43305
2293,59996
2293,10194
2514,29278
2501,15305
2433,57541
2433,30427
2444,39882
2397,22800
2448,8217
2468,49044
2291,49309
2291,3105
2484,25541
2288,46114
2384,34894
2555,51234
2400,34100
2400,60865
2404,13664
2454,52199
2393,28142
2538,30272
2538,37620
2538,4849
2538,15691
2538,56584
2538,11907
2549,33005
2549,3759
2549,61623
2549,45317
2549,24345
2549,25791
2549,9553
2549,39967
2408,34348
2408,54649
2455,55261
2455,66677
2455,58906
2466,60747
2290,20997
2290,47164
2290,50000
2434,31498
2436,64451
2516,12612
2378,41591
2529,62804
2286,3202
2286,14558
2446,21108
2446,47755
2441,53366
2418,12440
2438,4074
2465,53420
2467,12397
2467,26685
2467,5190
2467,30814
2467,54643
2481,55833
2481,66810
2387,17754
2388,63692
2388,62413
2388,26905
2557,24885
2518,3690
2518,59351
2518,33352
2518,29270
2518,21994
2509,4116
2509,8068
2509,12046
2545,7322
2566,30326
2405,20380
2402,63927
2429,25226
2429,63928
2429,61811
2383,15817
2383,41783
2383,9354
2523,62661
2523,54047
2523,60517
2488,17053
2382,32372
2472,56177
2561,36779
2289,52385
2289,66459
2289,45087
2380,41995
2478,62393
2560,5494
2560,47965
2560,52470
2560,11403
2379,50116
2379,20378
2411,15703
2411,52485
2411,6203
2411,56283
2292,54347
2480,54609
2480,49052
2480,21571
2480,56983
2480,43989
2452,39900
2496,51900
2460,3548
2460,30220
2460,37668
2460,19530
2294,31933
2294,27331
2420,21617
2515,44266
2515,65235
2435,55465
2435,52301
2435,12098
2453,55007
2485,61477
2414,15051
2401,53500
2513,62860
2513,65179
2513,37758
2445,44067
2450,60998
2450,59261
2427,30018
2427,25117
2386,13160
2386,8375
2386,16031
2473,41606
2534,11997
2534,16545
2506,16564
2425,20077
2461,5602
2524,22268
2524,21162
2524,32056
2524,17998
2524,44007
2381,41160
2381,17846
2381,17671
2381,53103
2381,12740
2409,38375
2542,5798
2542,64080
2542,35173
2422,61989
2422,20872
2547,49195
2547,15564
2498,40483
2498,5834
2498,34349
2498,20924
2505,28241
2505,42219
2493,12337
2493,49325
2493,27500
2493,49935
2493,45647
2449,32627
2490,37841
2490,27311
2490,13776
2490,8846
2490,13730
2490,29840
2553,20868
2553,39118
2553,51550
2565,56788
2565,10327
2508,36711
2508,65558
2285,15197
2285,7694
2285,5721
2487,44965
2428,38025
2428,46546
2428,50489
2447,23909
2451,51678
2499,65617
2437,9559
2559,29967
2431,35985
2489,3535
2489,55637
2489,14837
2489,31243
2489,12535
2474,22193
2403,14602
2403,58833
2403,12327
2458,16485
2458,49259
2507,3609
2507,8006
2507,33603
2507,34579
2416,62867
2531,29824
2531,46437
2531,34871
2430,4472
2412,42427
2412,47445
2528,34639
2528,57855
2528,55355
2502,23736
2502,5364
2502,34183
2535,42783
2486,56664
2548,54125
2546,53586
2546,58088
2546,10132
2406,52395
2406,60239
2504,14151
2504,10531
2491,64063
2554,6165
2459,11999
2477,54197
2556,19752
2522,39303
2522,15029
2407,49194
2284,33397
2284,25990
2284,18892
2391,32365
